threshold,macro_f1,fatal_precision,fatal_recall,fatal_f1,predicted_fatal_proportion
0.35000000000000003,0.3214635038818359,0.03456148256842466,0.5967461899556299,0.06533876884298277,0.22316073803191488
0.355,0.3226187777072509,0.034969963163448387,0.5903157353224873,0.06602843970049845,0.21817736037234042
0.36,0.32365228137636715,0.03532623511360008,0.5833065397723619,0.06661795108122895,0.21341256648936172
0.365,0.32469611208523047,0.035716561016787184,0.576811780592888,0.067267852790641,0.20873005319148935
0.37,0.32566567296781107,0.036045469361147324,0.5689023213941226,0.0677954412221111,0.20398936170212767
0.375,0.3266465654336462,0.03642771739356849,0.5622789531219857,0.06842261765028092,0.19949883643617022
0.38,0.32754478036581963,0.03672229747574139,0.5543694939232203,0.06888176003643438,0.19511469414893617
0.385,0.32849591190615834,0.03712226202616601,0.5477461256510835,0.06953213963568686,0.1907064494680851
0.39,0.32948637696115834,0.03750055791118054,0.5402867982766382,0.07013326321676454,0.18621176861702127
0.395,0.3303274185590031,0.03781292074576117,0.5327631663558614,0.07061400518205373,0.1821018949468085
0.4,0.3312051231275712,0.03814753370563357,0.5249180117034274,0.07112609786700125,0.17784657579787233
0.405,0.3320768775055227,0.03850644006813267,0.5175229888753134,0.07167954398699651,0.1737067819148936
0.41000000000000003,0.3329765797956822,0.038854695493658976,0.5098707478618738,0.0722068673475428,0.16960438829787233
0.41500000000000004,0.3339514673789917,0.039266555051106856,0.5022185068484342,0.07283817055883011,0.16530668218085107
0.42,0.33487231798595807,0.03968049338916276,0.4948234840203202,0.07346938775510205,0.16117353723404254
0.425,0.3356677501752747,0.040046135857402104,0.4867211111825606,0.07400346112105124,0.15708693484042552
0.43,0.33656155332379933,0.040447644490779956,0.47900456562278954,0.07459629972711114,0.15306183510638297
0.435,0.3374446314366974,0.04087052089551406,0.4710951064240242,0.07521560574948666,0.14897689494680852
0.44,0.33825466597797654,0.041303189813674555,0.46370008359591025,0.07585017198035111,0.14510222739361703
0.445,0.33910508026361863,0.041751623510554295,0.4555977107581506,0.07649329266646873,0.14103557180851065
0.45,0.33993931175942715,0.04217747262403267,0.4475596424667224,0.0770900713304683,0.1371484375
0.455,0.34082804131913225,0.04275993688294031,0.44087196964825415,0.07795870099154006,0.13325880984042554
0.46,0.3416930115680279,0.04337668006007779,0.4345701241077744,0.07887994677529486,0.12948636968085106
0.465,0.34245557007033406,0.0437586730985264,0.4258247058067005,0.07936194054445983,0.12577293882978724
0.47000000000000003,0.34325430663696505,0.04429590564379306,0.41804385570059804,0.0801039959584509,0.12197722739361702
0.47500000000000003,0.34396799136346706,0.04472058410558832,0.4096199601311813,0.08063750466798741,0.1183843085106383
0.48,0.3446696024781189,0.04511768413274509,0.4004887145521188,0.08109902988475812,0.1147265625
0.485,0.3454986039011276,0.045821437646671945,0.39425117355797057,0.0821007947614042,0.11120511968085106
0.49,0.3462632063482262,0.04629122257295228,0.38569866889589094,0.08266148481966896,0.10768866356382979
0.495,0.3469335463582233,0.046763622446538776,0.3771461642338113,0.08320978371131242,0.10423703457446809
0.5,0.3476489260081785,0.047337668224260554,0.36936531412770884,0.08392017064547234,0.1008485704787234
0.505,0.34828492524291343,0.04773440698785315,0.35984824127065784,0.08428789830023421,0.09743351063829787
0.51,0.3491579477630303,0.04855709241511137,0.35283904572053243,0.08536623311967141,0.09391705452127659
0.515,0.3497952702740889,0.049052693358766025,0.3439650183267957,0.0858608152684254,0.09062998670212766
0.52,0.350426363225393,0.04959660539635423,0.3352196000257218,0.0864088049793219,0.08735704787234043
0.525,0.35111140163417215,0.050124000829965716,0.3262169635393222,0.086896197327852,0.08411652260638298
0.53,0.351764582995882,0.05070064477771058,0.3180502861552312,0.08745932946668553,0.08107795877659575
0.535,0.3524119657894948,0.05133428614091597,0.30949778149315155,0.08806228215425994,0.07792386968085106
0.54,0.352977415248754,0.05183004720910858,0.300045013182432,0.08839130105326969,0.07482130984042554
0.545,0.35361979802977067,0.05256567811347879,0.2915568130666838,0.08907224596041452,0.07168716755319149
0.55,0.3542858750594921,0.05320310604222276,0.2819754356633014,0.08951628543140316,0.06850066489361702
0.555,0.3549823830005368,0.05409043005701081,0.2739373673718732,0.09034228273317216,0.06545628324468085
0.56,0.3554785668104992,0.05464937407171653,0.26499903543180503,0.09061225387262394,0.06267287234042553
0.5650000000000001,0.35611014057864215,0.05539663713109607,0.25528904893575977,0.09103834158869932,0.059562001329787236
0.5700000000000001,0.3567157937195083,0.05627623044639451,0.24660793518101728,0.09164008267918802,0.056637300531914896
0.5750000000000001,0.3569949361475892,0.05670103092783505,0.23696225323130346,0.09150618939422157,0.054014295212765955
0.58,0.3572526583106918,0.05707933004414438,0.22615908944762395,0.09115295398292016,0.05121010638297872
0.585,0.3576444221511916,0.05760921747479597,0.21606327567359013,0.09096446700507614,0.04847406914893617
0.59,0.3578385097507432,0.05796681924266821,0.20603176644588772,0.0904778041341918,0.045938331117021274
